column,min,max,width,hidden,best_fit,outline_level,collapsed,style_id,custom_width
LLI,8433,8433,30.44140625,False,False,0,False,169,True
LLJ,8434,8434,33.21875,False,False,0,False,169,True
LLK,8435,8435,21.21875,False,False,0,False,169,True
LLL,8436,8676,9.21875,False,False,0,False,169,True
LUS,8677,8677,2.77734375,False,False,0,False,169,True
LUT,8678,8678,7.21875,False,False,0,False,169,True
LUU,8679,8679,23.77734375,False,False,0,False,169,True
LUV,8680,8680,17.21875,False,False,0,False,169,True
LUW,8681,8681,15.0,False,False,0,False,169,True
LUX,8682,8682,18.77734375,False,True,0,False,169,True
LUY,8683,8683,15.21875,False,False,0,False,169,True
LUZ,8684,8684,9.77734375,False,False,0,False,169,True
LVA,8685,8685,41.21875,False,False,0,False,169,True
LVB,8686,8686,41.44140625,False,False,0,False,169,True
LVC,8687,8688,22.44140625,False,False,0,False,169,True
LVE,8689,8689,30.44140625,False,False,0,False,169,True
LVF,8690,8690,33.21875,False,False,0,False,169,True
LVG,8691,8691,21.21875,False,False,0,False,169,True
LVH,8692,8932,9.21875,False,False,0,False,169,True
MEO,8933,8933,2.77734375,False,False,0,False,169,True
MEP,8934,8934,7.21875,False,False,0,False,169,True
MEQ,8935,8935,23.77734375,False,False,0,False,169,True
MER,8936,8936,17.21875,False,False,0,False,169,True
MES,8937,8937,15.0,False,False,0,False,169,True
MET,8938,8938,18.77734375,False,True,0,False,169,True
MEU,8939,8939,15.21875,False,False,0,False,169,True
MEV,8940,8940,9.77734375,False,False,0,False,169,True
MEW,8941,8941,41.21875,False,False,0,False,169,True
MEX,8942,8942,41.44140625,False,False,0,False,169,True
MEY,8943,8944,22.44140625,False,False,0,False,169,True
MFA,8945,8945,30.44140625,False,False,0,False,169,True
MFB,8946,8946,33.21875,False,False,0,False,169,True
MFC,8947,8947,21.21875,False,False,0,False,169,True
MFD,8948,9188,9.21875,False,False,0,False,169,True
MOK,9189,9189,2.77734375,False,False,0,False,169,True
MOL,9190,9190,7.21875,False,False,0,False,169,True
MOM,9191,9191,23.77734375,False,False,0,False,169,True
MON,9192,9192,17.21875,False,False,0,False,169,True
MOO,9193,9193,15.0,False,False,0,False,169,True
MOP,9194,9194,18.77734375,False,True,0,False,169,True
MOQ,9195,9195,15.21875,False,False,0,False,169,True
MOR,9196,9196,9.77734375,False,False,0,False,169,True
MOS,9197,9197,41.21875,False,False,0,False,169,True
MOT,9198,9198,41.44140625,False,False,0,False,169,True
MOU,9199,9200,22.44140625,False,False,0,False,169,True
MOW,9201,9201,30.44140625,False,False,0,False,169,True
MOX,9202,9202,33.21875,False,False,0,False,169,True
MOY,9203,9203,21.21875,False,False,0,False,169,True
MOZ,9204,9444,9.21875,False,False,0,False,169,True
MYG,9445,9445,2.77734375,False,False,0,False,169,True
MYH,9446,9446,7.21875,False,False,0,False,169,True
MYI,9447,9447,23.77734375,False,False,0,False,169,True
MYJ,9448,9448,17.21875,False,False,0,False,169,True
MYK,9449,9449,15.0,False,False,0,False,169,True
MYL,9450,9450,18.77734375,False,True,0,False,169,True
MYM,9451,9451,15.21875,False,False,0,False,169,True
MYN,9452,9452,9.77734375,False,False,0,False,169,True
MYO,9453,9453,41.21875,False,False,0,False,169,True
MYP,9454,9454,41.44140625,False,False,0,False,169,True
MYQ,9455,9456,22.44140625,False,False,0,False,169,True
MYS,9457,9457,30.44140625,False,False,0,False,169,True
MYT,9458,9458,33.21875,False,False,0,False,169,True
MYU,9459,9459,21.21875,False,False,0,False,169,True
MYV,9460,9700,9.21875,False,False,0,False,169,True
NIC,9701,9701,2.77734375,False,False,0,False,169,True
NID,9702,9702,7.21875,False,False,0,False,169,True
NIE,9703,9703,23.77734375,False,False,0,False,169,True
NIF,9704,9704,17.21875,False,False,0,False,169,True
NIG,9705,9705,15.0,False,False,0,False,169,True
NIH,9706,9706,18.77734375,False,True,0,False,169,True
NII,9707,9707,15.21875,False,False,0,False,169,True
NIJ,9708,9708,9.77734375,False,False,0,False,169,True
NIK,9709,9709,41.21875,False,False,0,False,169,True
NIL,9710,9710,41.44140625,False,False,0,False,169,True
NIM,9711,9712,22.44140625,False,False,0,False,169,True
NIO,9713,9713,30.44140625,False,False,0,False,169,True
NIP,9714,9714,33.21875,False,False,0,False,169,True
NIQ,9715,9715,21.21875,False,False,0,False,169,True
NIR,9716,9956,9.21875,False,False,0,False,169,True
NRY,9957,9957,2.77734375,False,False,0,False,169,True
NRZ,9958,9958,7.21875,False,False,0,False,169,True
NSA,9959,9959,23.77734375,False,False,0,False,169,True
NSB,9960,9960,17.21875,False,False,0,False,169,True
NSC,9961,9961,15.0,False,False,0,False,169,True
NSD,9962,9962,18.77734375,False,True,0,False,169,True
NSE,9963,9963,15.21875,False,False,0,False,169,True
NSF,9964,9964,9.77734375,False,False,0,False,169,True
NSG,9965,9965,41.21875,False,False,0,False,169,True
NSH,9966,9966,41.44140625,False,False,0,False,169,True
NSI,9967,9968,22.44140625,False,False,0,False,169,True
NSK,9969,9969,30.44140625,False,False,0,False,169,True
NSL,9970,9970,33.21875,False,False,0,False,169,True
NSM,9971,9971,21.21875,False,False,0,False,169,True
NSN,9972,10212,9.21875,False,False,0,False,169,True
OBU,10213,10213,2.77734375,False,False,0,False,169,True
OBV,10214,10214,7.21875,False,False,0,False,169,True
OBW,10215,10215,23.77734375,False,False,0,False,169,True
OBX,10216,10216,17.21875,False,False,0,False,169,True
OBY,10217,10217,15.0,False,False,0,False,169,True
OBZ,10218,10218,18.77734375,False,True,0,False,169,True
OCA,10219,10219,15.21875,False,False,0,False,169,True
OCB,10220,10220,9.77734375,False,False,0,False,169,True
OCC,10221,10221,41.21875,False,False,0,False,169,True
OCD,10222,10222,41.44140625,False,False,0,False,169,True
OCE,10223,10224,22.44140625,False,False,0,False,169,True
OCG,10225,10225,30.44140625,False,False,0,False,169,True
OCH,10226,10226,33.21875,False,False,0,False,169,True
OCI,10227,10227,21.21875,False,False,0,False,169,True
OCJ,10228,10468,9.21875,False,False,0,False,169,True
OLQ,10469,10469,2.77734375,False,False,0,False,169,True
OLR,10470,10470,7.21875,False,False,0,False,169,True
OLS,10471,10471,23.77734375,False,False,0,False,169,True
OLT,10472,10472,17.21875,False,False,0,False,169,True
OLU,10473,10473,15.0,False,False,0,False,169,True
OLV,10474,10474,18.77734375,False,True,0,False,169,True
OLW,10475,10475,15.21875,False,False,0,False,169,True
OLX,10476,10476,9.77734375,False,False,0,False,169,True
OLY,10477,10477,41.21875,False,False,0,False,169,True
OLZ,10478,10478,41.44140625,False,False,0,False,169,True
OMA,10479,10480,22.44140625,False,False,0,False,169,True
OMC,10481,10481,30.44140625,False,False,0,False,169,True
OMD,10482,10482,33.21875,False,False,0,False,169,True
OME,10483,10483,21.21875,False,False,0,False,169,True
OMF,10484,10724,9.21875,False,False,0,False,169,True
OVM,10725,10725,2.77734375,False,False,0,False,169,True
OVN,10726,10726,7.21875,False,False,0,False,169,True
OVO,10727,10727,23.77734375,False,False,0,False,169,True
OVP,10728,10728,17.21875,False,False,0,False,169,True
OVQ,10729,10729,15.0,False,False,0,False,169,True
OVR,10730,10730,18.77734375,False,True,0,False,169,True
OVS,10731,10731,15.21875,False,False,0,False,169,True
OVT,10732,10732,9.77734375,False,False,0,False,169,True
OVU,10733,10733,41.21875,False,False,0,False,169,True
OVV,10734,10734,41.44140625,False,False,0,False,169,True
OVW,10735,10736,22.44140625,False,False,0,False,169,True
OVY,10737,10737,30.44140625,False,False,0,False,169,True
OVZ,10738,10738,33.21875,False,False,0,False,169,True
OWA,10739,10739,21.21875,False,False,0,False,169,True
OWB,10740,10980,9.21875,False,False,0,False,169,True
PFI,10981,10981,2.77734375,False,False,0,False,169,True
PFJ,10982,10982,7.21875,False,False,0,False,169,True
PFK,10983,10983,23.77734375,False,False,0,False,169,True
PFL,10984,10984,17.21875,False,False,0,False,169,True
PFM,10985,10985,15.0,False,False,0,False,169,True
PFN,10986,10986,18.77734375,False,True,0,False,169,True
PFO,10987,10987,15.21875,False,False,0,False,169,True
PFP,10988,10988,9.77734375,False,False,0,False,169,True
PFQ,10989,10989,41.21875,False,False,0,False,169,True
PFR,10990,10990,41.44140625,False,False,0,False,169,True
PFS,10991,10992,22.44140625,False,False,0,False,169,True
PFU,10993,10993,30.44140625,False,False,0,False,169,True
PFV,10994,10994,33.21875,False,False,0,False,169,True
PFW,10995,10995,21.21875,False,False,0,False,169,True
PFX,10996,11236,9.21875,False,False,0,False,169,True
PPE,11237,11237,2.77734375,False,False,0,False,169,True
PPF,11238,11238,7.21875,False,False,0,False,169,True
PPG,11239,11239,23.77734375,False,False,0,False,169,True
PPH,11240,11240,17.21875,False,False,0,False,169,True
PPI,11241,11241,15.0,False,False,0,False,169,True
PPJ,11242,11242,18.77734375,False,True,0,False,169,True
PPK,11243,11243,15.21875,False,False,0,False,169,True
PPL,11244,11244,9.77734375,False,False,0,False,169,True
PPM,11245,11245,41.21875,False,False,0,False,169,True
PPN,11246,11246,41.44140625,False,False,0,False,169,True
PPO,11247,11248,22.44140625,False,False,0,False,169,True
PPQ,11249,11249,30.44140625,False,False,0,False,169,True
PPR,11250,11250,33.21875,False,False,0,False,169,True
PPS,11251,11251,21.21875,False,False,0,False,169,True
PPT,11252,11492,9.21875,False,False,0,False,169,True
PZA,11493,11493,2.77734375,False,False,0,False,169,True
PZB,11494,11494,7.21875,False,False,0,False,169,True
PZC,11495,11495,23.77734375,False,False,0,False,169,True
PZD,11496,11496,17.21875,False,False,0,False,169,True
PZE,11497,11497,15.0,False,False,0,False,169,True
PZF,11498,11498,18.77734375,False,True,0,False,169,True
PZG,11499,11499,15.21875,False,False,0,False,169,True
PZH,11500,11500,9.77734375,False,False,0,False,169,True
PZI,11501,11501,41.21875,False,False,0,False,169,True
PZJ,11502,11502,41.44140625,False,False,0,False,169,True
PZK,11503,11504,22.44140625,False,False,0,False,169,True
PZM,11505,11505,30.44140625,False,False,0,False,169,True
PZN,11506,11506,33.21875,False,False,0,False,169,True
PZO,11507,11507,21.21875,False,False,0,False,169,True
PZP,11508,11748,9.21875,False,False,0,False,169,True
QIW,11749,11749,2.77734375,False,False,0,False,169,True
QIX,11750,11750,7.21875,False,False,0,False,169,True
QIY,11751,11751,23.77734375,False,False,0,False,169,True
QIZ,11752,11752,17.21875,False,False,0,False,169,True
QJA,11753,11753,15.0,False,False,0,False,169,True
QJB,11754,11754,18.77734375,False,True,0,False,169,True
QJC,11755,11755,15.21875,False,False,0,False,169,True
QJD,11756,11756,9.77734375,False,False,0,False,169,True
QJE,11757,11757,41.21875,False,False,0,False,169,True
QJF,11758,11758,41.44140625,False,False,0,False,169,True
QJG,11759,11760,22.44140625,False,False,0,False,169,True
QJI,11761,11761,30.44140625,False,False,0,False,169,True
QJJ,11762,11762,33.21875,False,False,0,False,169,True
QJK,11763,11763,21.21875,False,False,0,False,169,True
QJL,11764,12004,9.21875,False,False,0,False,169,True
QSS,12005,12005,2.77734375,False,False,0,False,169,True
QST,12006,12006,7.21875,False,False,0,False,169,True
QSU,12007,12007,23.77734375,False,False,0,False,169,True
QSV,12008,12008,17.21875,False,False,0,False,169,True
QSW,12009,12009,15.0,False,False,0,False,169,True
QSX,12010,12010,18.77734375,False,True,0,False,169,True
QSY,12011,12011,15.21875,False,False,0,False,169,True
QSZ,12012,12012,9.77734375,False,False,0,False,169,True
QTA,12013,12013,41.21875,False,False,0,False,169,True
QTB,12014,12014,41.44140625,False,False,0,False,169,True
QTC,12015,12016,22.44140625,False,False,0,False,169,True
QTE,12017,12017,30.44140625,False,False,0,False,169,True
QTF,12018,12018,33.21875,False,False,0,False,169,True
QTG,12019,12019,21.21875,False,False,0,False,169,True
QTH,12020,12260,9.21875,False,False,0,False,169,True
RCO,12261,12261,2.77734375,False,False,0,False,169,True
RCP,12262,12262,7.21875,False,False,0,False,169,True
RCQ,12263,12263,23.77734375,False,False,0,False,169,True
RCR,12264,12264,17.21875,False,False,0,False,169,True
RCS,12265,12265,15.0,False,False,0,False,169,True
RCT,12266,12266,18.77734375,False,True,0,False,169,True
RCU,12267,12267,15.21875,False,False,0,False,169,True
RCV,12268,12268,9.77734375,False,False,0,False,169,True
RCW,12269,12269,41.21875,False,False,0,False,169,True
RCX,12270,12270,41.44140625,False,False,0,False,169,True
RCY,12271,12272,22.44140625,False,False,0,False,169,True
RDA,12273,12273,30.44140625,False,False,0,False,169,True
RDB,12274,12274,33.21875,False,False,0,False,169,True
RDC,12275,12275,21.21875,False,False,0,False,169,True
RDD,12276,12516,9.21875,False,False,0,False,169,True
RMK,12517,12517,2.77734375,False,False,0,False,169,True
RML,12518,12518,7.21875,False,False,0,False,169,True
RMM,12519,12519,23.77734375,False,False,0,False,169,True
RMN,12520,12520,17.21875,False,False,0,False,169,True
RMO,12521,12521,15.0,False,False,0,False,169,True
RMP,12522,12522,18.77734375,False,True,0,False,169,True
RMQ,12523,12523,15.21875,False,False,0,False,169,True
RMR,12524,12524,9.77734375,False,False,0,False,169,True
RMS,12525,12525,41.21875,False,False,0,False,169,True
RMT,12526,12526,41.44140625,False,False,0,False,169,True
RMU,12527,12528,22.44140625,False,False,0,False,169,True
RMW,12529,12529,30.44140625,False,False,0,False,169,True
RMX,12530,12530,33.21875,False,False,0,False,169,True
RMY,12531,12531,21.21875,False,False,0,False,169,True
RMZ,12532,12772,9.21875,False,False,0,False,169,True
RWG,12773,12773,2.77734375,False,False,0,False,169,True
RWH,12774,12774,7.21875,False,False,0,False,169,True
RWI,12775,12775,23.77734375,False,False,0,False,169,True
RWJ,12776,12776,17.21875,False,False,0,False,169,True
RWK,12777,12777,15.0,False,False,0,False,169,True
RWL,12778,12778,18.77734375,False,True,0,False,169,True
RWM,12779,12779,15.21875,False,False,0,False,169,True
RWN,12780,12780,9.77734375,False,False,0,False,169,True
RWO,12781,12781,41.21875,False,False,0,False,169,True
RWP,12782,12782,41.44140625,False,False,0,False,169,True
RWQ,12783,12784,22.44140625,False,False,0,False,169,True
RWS,12785,12785,30.44140625,False,False,0,False,169,True
RWT,12786,12786,33.21875,False,False,0,False,169,True
RWU,12787,12787,21.21875,False,False,0,False,169,True
RWV,12788,13028,9.21875,False,False,0,False,169,True
SGC,13029,13029,2.77734375,False,False,0,False,169,True
SGD,13030,13030,7.21875,False,False,0,False,169,True
SGE,13031,13031,23.77734375,False,False,0,False,169,True
SGF,13032,13032,17.21875,False,False,0,False,169,True
SGG,13033,13033,15.0,False,False,0,False,169,True
SGH,13034,13034,18.77734375,False,True,0,False,169,True
SGI,13035,13035,15.21875,False,False,0,False,169,True
SGJ,13036,13036,9.77734375,False,False,0,False,169,True
SGK,13037,13037,41.21875,False,False,0,False,169,True
SGL,13038,13038,41.44140625,False,False,0,False,169,True
SGM,13039,13040,22.44140625,False,False,0,False,169,True
SGO,13041,13041,30.44140625,False,False,0,False,169,True
SGP,13042,13042,33.21875,False,False,0,False,169,True
SGQ,13043,13043,21.21875,False,False,0,False,169,True
SGR,13044,13284,9.21875,False,False,0,False,169,True
SPY,13285,13285,2.77734375,False,False,0,False,169,True
SPZ,13286,13286,7.21875,False,False,0,False,169,True
SQA,13287,13287,23.77734375,False,False,0,False,169,True
SQB,13288,13288,17.21875,False,False,0,False,169,True
SQC,13289,13289,15.0,False,False,0,False,169,True
SQD,13290,13290,18.77734375,False,True,0,False,169,True
SQE,13291,13291,15.21875,False,False,0,False,169,True
SQF,13292,13292,9.77734375,False,False,0,False,169,True
SQG,13293,13293,41.21875,False,False,0,False,169,True
SQH,13294,13294,41.44140625,False,False,0,False,169,True
SQI,13295,13296,22.44140625,False,False,0,False,169,True
SQK,13297,13297,30.44140625,False,False,0,False,169,True
SQL,13298,13298,33.21875,False,False,0,False,169,True
SQM,13299,13299,21.21875,False,False,0,False,169,True
SQN,13300,13540,9.21875,False,False,0,False,169,True
SZU,13541,13541,2.77734375,False,False,0,False,169,True
SZV,13542,13542,7.21875,False,False,0,False,169,True
SZW,13543,13543,23.77734375,False,False,0,False,169,True
SZX,13544,13544,17.21875,False,False,0,False,169,True
SZY,13545,13545,15.0,False,False,0,False,169,True
SZZ,13546,13546,18.77734375,False,True,0,False,169,True
TAA,13547,13547,15.21875,False,False,0,False,169,True
TAB,13548,13548,9.77734375,False,False,0,False,169,True
TAC,13549,13549,41.21875,False,False,0,False,169,True
TAD,13550,13550,41.44140625,False,False,0,False,169,True
TAE,13551,13552,22.44140625,False,False,0,False,169,True
TAG,13553,13553,30.44140625,False,False,0,False,169,True
TAH,13554,13554,33.21875,False,False,0,False,169,True
TAI,13555,13555,21.21875,False,False,0,False,169,True
TAJ,13556,13796,9.21875,False,False,0,False,169,True
TJQ,13797,13797,2.77734375,False,False,0,False,169,True
TJR,13798,13798,7.21875,False,False,0,False,169,True
TJS,13799,13799,23.77734375,False,False,0,False,169,True
TJT,13800,13800,17.21875,False,False,0,False,169,True
TJU,13801,13801,15.0,False,False,0,False,169,True
TJV,13802,13802,18.77734375,False,True,0,False,169,True
TJW,13803,13803,15.21875,False,False,0,False,169,True
TJX,13804,13804,9.77734375,False,False,0,False,169,True
TJY,13805,13805,41.21875,False,False,0,False,169,True
TJZ,13806,13806,41.44140625,False,False,0,False,169,True
TKA,13807,13808,22.44140625,False,False,0,False,169,True
TKC,13809,13809,30.44140625,False,False,0,False,169,True
TKD,13810,13810,33.21875,False,False,0,False,169,True
TKE,13811,13811,21.21875,False,False,0,False,169,True
TKF,13812,14052,9.21875,False,False,0,False,169,True
TTM,14053,14053,2.77734375,False,False,0,False,169,True
TTN,14054,14054,7.21875,False,False,0,False,169,True
TTO,14055,14055,23.77734375,False,False,0,False,169,True
TTP,14056,14056,17.21875,False,False,0,False,169,True
TTQ,14057,14057,15.0,False,False,0,False,169,True
TTR,14058,14058,18.77734375,False,True,0,False,169,True
TTS,14059,14059,15.21875,False,False,0,False,169,True
TTT,14060,14060,9.77734375,False,False,0,False,169,True
TTU,14061,14061,41.21875,False,False,0,False,169,True
TTV,14062,14062,41.44140625,False,False,0,False,169,True
TTW,14063,14064,22.44140625,False,False,0,False,169,True
TTY,14065,14065,30.44140625,False,False,0,False,169,True
TTZ,14066,14066,33.21875,False,False,0,False,169,True
TUA,14067,14067,21.21875,False,False,0,False,169,True
TUB,14068,14308,9.21875,False,False,0,False,169,True
UDI,14309,14309,2.77734375,False,False,0,False,169,True
UDJ,14310,14310,7.21875,False,False,0,False,169,True
UDK,14311,14311,23.77734375,False,False,0,False,169,True
UDL,14312,14312,17.21875,False,False,0,False,169,True
UDM,14313,14313,15.0,False,False,0,False,169,True
UDN,14314,14314,18.77734375,False,True,0,False,169,True
UDO,14315,14315,15.21875,False,False,0,False,169,True
UDP,14316,14316,9.77734375,False,False,0,False,169,True
UDQ,14317,14317,41.21875,False,False,0,False,169,True
UDR,14318,14318,41.44140625,False,False,0,False,169,True
UDS,14319,14320,22.44140625,False,False,0,False,169,True
UDU,14321,14321,30.44140625,False,False,0,False,169,True
UDV,14322,14322,33.21875,False,False,0,False,169,True
UDW,14323,14323,21.21875,False,False,0,False,169,True
UDX,14324,14564,9.21875,False,False,0,False,169,True
UNE,14565,14565,2.77734375,False,False,0,False,169,True
UNF,14566,14566,7.21875,False,False,0,False,169,True
UNG,14567,14567,23.77734375,False,False,0,False,169,True
UNH,14568,14568,17.21875,False,False,0,False,169,True
UNI,14569,14569,15.0,False,False,0,False,169,True
UNJ,14570,14570,18.77734375,False,True,0,False,169,True
UNK,14571,14571,15.21875,False,False,0,False,169,True
UNL,14572,14572,9.77734375,False,False,0,False,169,True
UNM,14573,14573,41.21875,False,False,0,False,169,True
UNN,14574,14574,41.44140625,False,False,0,False,169,True
UNO,14575,14576,22.44140625,False,False,0,False,169,True
UNQ,14577,14577,30.44140625,False,False,0,False,169,True
UNR,14578,14578,33.21875,False,False,0,False,169,True
UNS,14579,14579,21.21875,False,False,0,False,169,True
UNT,14580,14820,9.21875,False,False,0,False,169,True
UXA,14821,14821,2.77734375,False,False,0,False,169,True
UXB,14822,14822,7.21875,False,False,0,False,169,True
UXC,14823,14823,23.77734375,False,False,0,False,169,True
UXD,14824,14824,17.21875,False,False,0,False,169,True
UXE,14825,14825,15.0,False,False,0,False,169,True
UXF,14826,14826,18.77734375,False,True,0,False,169,True
UXG,14827,14827,15.21875,False,False,0,False,169,True
UXH,14828,14828,9.77734375,False,False,0,False,169,True
UXI,14829,14829,41.21875,False,False,0,False,169,True
UXJ,14830,14830,41.44140625,False,False,0,False,169,True
UXK,14831,14832,22.44140625,False,False,0,False,169,True
UXM,14833,14833,30.44140625,False,False,0,False,169,True
UXN,14834,14834,33.21875,False,False,0,False,169,True
UXO,14835,14835,21.21875,False,False,0,False,169,True
UXP,14836,15076,9.21875,False,False,0,False,169,True
VGW,15077,15077,2.77734375,False,False,0,False,169,True
VGX,15078,15078,7.21875,False,False,0,False,169,True
VGY,15079,15079,23.77734375,False,False,0,False,169,True
VGZ,15080,15080,17.21875,False,False,0,False,169,True
VHA,15081,15081,15.0,False,False,0,False,169,True
VHB,15082,15082,18.77734375,False,True,0,False,169,True
VHC,15083,15083,15.21875,False,False,0,False,169,True
VHD,15084,15084,9.77734375,False,False,0,False,169,True
VHE,15085,15085,41.21875,False,False,0,False,169,True
VHF,15086,15086,41.44140625,False,False,0,False,169,True
VHG,15087,15088,22.44140625,False,False,0,False,169,True
VHI,15089,15089,30.44140625,False,False,0,False,169,True
VHJ,15090,15090,33.21875,False,False,0,False,169,True
VHK,15091,15091,21.21875,False,False,0,False,169,True
VHL,15092,15332,9.21875,False,False,0,False,169,True
VQS,15333,15333,2.77734375,False,False,0,False,169,True
VQT,15334,15334,7.21875,False,False,0,False,169,True
VQU,15335,15335,23.77734375,False,False,0,False,169,True
VQV,15336,15336,17.21875,False,False,0,False,169,True
VQW,15337,15337,15.0,False,False,0,False,169,True
VQX,15338,15338,18.77734375,False,True,0,False,169,True
VQY,15339,15339,15.21875,False,False,0,False,169,True
VQZ,15340,15340,9.77734375,False,False,0,False,169,True
VRA,15341,15341,41.21875,False,False,0,False,169,True
VRB,15342,15342,41.44140625,False,False,0,False,169,True
VRC,15343,15344,22.44140625,False,False,0,False,169,True
VRE,15345,15345,30.44140625,False,False,0,False,169,True
VRF,15346,15346,33.21875,False,False,0,False,169,True
VRG,15347,15347,21.21875,False,False,0,False,169,True
VRH,15348,15588,9.21875,False,False,0,False,169,True
WAO,15589,15589,2.77734375,False,False,0,False,169,True
WAP,15590,15590,7.21875,False,False,0,False,169,True
WAQ,15591,15591,23.77734375,False,False,0,False,169,True
WAR,15592,15592,17.21875,False,False,0,False,169,True
WAS,15593,15593,15.0,False,False,0,False,169,True
WAT,15594,15594,18.77734375,False,True,0,False,169,True
WAU,15595,15595,15.21875,False,False,0,False,169,True
WAV,15596,15596,9.77734375,False,False,0,False,169,True
WAW,15597,15597,41.21875,False,False,0,False,169,True
WAX,15598,15598,41.44140625,False,False,0,False,169,True
WAY,15599,15600,22.44140625,False,False,0,False,169,True
WBA,15601,15601,30.44140625,False,False,0,False,169,True
WBB,15602,15602,33.21875,False,False,0,False,169,True
WBC,15603,15603,21.21875,False,False,0,False,169,True
WBD,15604,15844,9.21875,False,False,0,False,169,True
WKK,15845,15845,2.77734375,False,False,0,False,169,True
WKL,15846,15846,7.21875,False,False,0,False,169,True
WKM,15847,15847,23.77734375,False,False,0,False,169,True
WKN,15848,15848,17.21875,False,False,0,False,169,True
WKO,15849,15849,15.0,False,False,0,False,169,True
WKP,15850,15850,18.77734375,False,True,0,False,169,True
WKQ,15851,15851,15.21875,False,False,0,False,169,True
WKR,15852,15852,9.77734375,False,False,0,False,169,True
WKS,15853,15853,41.21875,False,False,0,False,169,True
WKT,15854,15854,41.44140625,False,False,0,False,169,True
WKU,15855,15856,22.44140625,False,False,0,False,169,True
WKW,15857,15857,30.44140625,False,False,0,False,169,True
WKX,15858,15858,33.21875,False,False,0,False,169,True
WKY,15859,15859,21.21875,False,False,0,False,169,True
WKZ,15860,16100,9.21875,False,False,0,False,169,True
WUG,16101,16101,2.77734375,False,False,0,False,169,True
WUH,16102,16102,7.21875,False,False,0,False,169,True
WUI,16103,16103,23.77734375,False,False,0,False,169,True
WUJ,16104,16104,17.21875,False,False,0,False,169,True
WUK,16105,16105,15.0,False,False,0,False,169,True
WUL,16106,16106,18.77734375,False,True,0,False,169,True
WUM,16107,16107,15.21875,False,False,0,False,169,True
WUN,16108,16108,9.77734375,False,False,0,False,169,True
WUO,16109,16109,41.21875,False,False,0,False,169,True
WUP,16110,16110,41.44140625,False,False,0,False,169,True
WUQ,16111,16112,22.44140625,False,False,0,False,169,True
WUS,16113,16113,30.44140625,False,False,0,False,169,True
WUT,16114,16114,33.21875,False,False,0,False,169,True
WUU,16115,16115,21.21875,False,False,0,False,169,True
WUV,16116,16382,9.21875,False,False,0,False,169,True
XFC,16383,16384,9.21875,False,False,0,False,169,True
